city,venue,dates,gender,match_type,result,team1,team2,outcome.winner,outcome.runs,outcome.wickets,outcome.method,toss.winner,toss.decision,player_of_match,
624,Chittagong,Zohur Ahmed Chowdhury Stadium,3/5/2010,male,ODI,,Bangladesh,England,England,45,0,,Bangladesh,field,C Kieswetter
625,Chester-le-Street,Riverside Ground,9/10/2010,male,ODI,,England,Pakistan,England,24,0,,Pakistan,field,SM Davies
626,Leeds,Headingley,9/12/2010,male,ODI,,England,Pakistan,England,0,4,,Pakistan,bat,AJ Strauss
627,London,Kennington Oval,9/17/2010,male,ODI,,England,Pakistan,Pakistan,23,0,,Pakistan,bat,Umar Gul
628,London,Lord's,9/20/2010,male,ODI,,England,Pakistan,Pakistan,38,0,,Pakistan,bat,Abdul Razzaq
629,Southampton,The Rose Bowl,9/22/2010,male,ODI,,England,Pakistan,England,121,0,,England,bat,EJG Morgan
630,Abu Dhabi,Sheikh Zayed Stadium,11/3/2009,male,ODI,,New Zealand,Pakistan,Pakistan,138,0,,Pakistan,bat,Shahid Afridi
631,Abu Dhabi,Sheikh Zayed Stadium,11/6/2009,male,ODI,,New Zealand,Pakistan,New Zealand,64,0,,New Zealand,bat,BB McCullum
632,Abu Dhabi,Sheikh Zayed Stadium,11/9/2009,male,ODI,,New Zealand,Pakistan,New Zealand,7,0,,New Zealand,bat,Mohammad Amir
633,Benoni,Willowmoore Park,11/8/2009,male,ODI,,South Africa,Zimbabwe,South Africa,45,0,,Zimbabwe,field,T Taibu
634,Centurion,SuperSport Park,11/10/2009,male,ODI,,South Africa,Zimbabwe,South Africa,212,0,,Zimbabwe,field,JP Duminy
635,Rajkot,Madhavrao Scindia Cricket Ground,12/15/2009,male,ODI,,India,Sri Lanka,India,3,0,,Sri Lanka,field,V Sehwag
636,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",12/18/2009,male,ODI,,India,Sri Lanka,Sri Lanka,0,3,,India,bat,TM Dilshan
637,Cuttack,Barabati Stadium,12/21/2009,male,ODI,,India,Sri Lanka,India,0,7,,Sri Lanka,bat,RA Jadeja
638,Kolkata,Eden Gardens,12/24/2009,male,ODI,,India,Sri Lanka,India,0,7,,Sri Lanka,bat,G Gambhir
639,Delhi,Feroz Shah Kotla,12/27/2009,male,ODI,,India,Sri Lanka,No Result,0,0,,India,field,
640,Mirpur,Shere Bangla National Stadium,2/19/2011,male,ODI,,Bangladesh,India,India,87,0,,Bangladesh,field,V Sehwag
641,Chennai,"MA Chidambaram Stadium, Chepauk",2/20/2011,male,ODI,,Kenya,New Zealand,New Zealand,0,10,,Kenya,bat,HK Bennett
642,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2/20/2011,male,ODI,,Sri Lanka,Canada,Sri Lanka,210,0,,Sri Lanka,bat,DPMD Jayawardene
643,Ahmedabad,"Sardar Patel Stadium, Motera",2/21/2011,male,ODI,,Australia,Zimbabwe,Australia,91,0,,Australia,bat,SR Watson
644,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",2/22/2011,male,ODI,,England,Netherlands,England,0,6,,Netherlands,bat,RN ten Doeschate
645,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2/23/2011,male,ODI,,Kenya,Pakistan,Pakistan,205,0,,Pakistan,bat,Umar Akmal
646,Delhi,Feroz Shah Kotla,2/24/2011,male,ODI,,South Africa,West Indies,South Africa,0,7,,South Africa,field,AB de Villiers
647,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",2/25/2011,male,ODI,,Australia,New Zealand,Australia,0,7,,Australia,field,MG Johnson
648,Mirpur,Shere Bangla National Stadium,2/25/2011,male,ODI,,Bangladesh,Ireland,Bangladesh,27,0,,Bangladesh,bat,Tamim Iqbal
649,Colombo,R Premadasa Stadium,2/26/2011,male,ODI,,Sri Lanka,Pakistan,Pakistan,11,0,,Pakistan,bat,Shahid Afridi
650,Bangalore,M Chinnaswamy Stadium,2/27/2011,male,ODI,,India,England,No Result,0,0,,India,bat,AJ Strauss
651,Delhi,Feroz Shah Kotla,2/28/2011,male,ODI,,Netherlands,West Indies,West Indies,215,0,,Netherlands,field,KAJ Roach
652,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",2/28/2011,male,ODI,,Canada,Zimbabwe,Zimbabwe,175,0,,Zimbabwe,bat,T Taibu
653,Colombo,R Premadasa Stadium,3/1/2011,male,ODI,,Sri Lanka,Kenya,Sri Lanka,0,9,,Kenya,bat,SL Malinga
654,Bangalore,M Chinnaswamy Stadium,3/2/2011,male,ODI,,England,Ireland,Ireland,0,3,,England,bat,KJ O'Brien
655,Chandigarh,"Punjab Cricket Association Stadium, Mohali",3/3/2011,male,ODI,,Netherlands,South Africa,South Africa,231,0,,Netherlands,field,AB de Villiers
656,Colombo,R Premadasa Stadium,3/3/2011,male,ODI,,Canada,Pakistan,Pakistan,46,0,,Pakistan,bat,Shahid Afridi
657,Ahmedabad,"Sardar Patel Stadium, Motera",3/4/2011,male,ODI,,New Zealand,Zimbabwe,New Zealand,0,10,,Zimbabwe,bat,MJ Guptill
658,Mirpur,Shere Bangla National Stadium,3/4/2011,male,ODI,,Bangladesh,West Indies,West Indies,0,9,,Bangladesh,bat,KAJ Roach
659,Colombo,R Premadasa Stadium,3/5/2011,male,ODI,,Sri Lanka,Australia,No Result,0,0,,Sri Lanka,bat,
660,Bangalore,M Chinnaswamy Stadium,3/6/2011,male,ODI,,India,Ireland,India,0,5,,India,field,Yuvraj Singh
661,Chennai,"MA Chidambaram Stadium, Chepauk",3/6/2011,male,ODI,,England,South Africa,England,6,0,,England,bat,RS Bopara
662,Delhi,Feroz Shah Kotla,3/7/2011,male,ODI,,Canada,Kenya,Canada,0,5,,Kenya,bat,H Osinde
663,,Pallekele International Cricket Stadium,3/8/2011,male,ODI,,New Zealand,Pakistan,New Zealand,110,0,,New Zealand,bat,LRPL Taylor
664,Delhi,Feroz Shah Kotla,3/9/2011,male,ODI,,India,Netherlands,India,0,5,,Netherlands,bat,Yuvraj Singh
665,,Pallekele International Cricket Stadium,3/10/2011,male,ODI,,Sri Lanka,Zimbabwe,Sri Lanka,139,0,,Zimbabwe,field,TM Dilshan
666,Chandigarh,"Punjab Cricket Association Stadium, Mohali",3/11/2011,male,ODI,,Ireland,West Indies,West Indies,44,0,,Ireland,field,KA Pollard
667,Chittagong,Zahur Ahmed Chowdhury Stadium,3/11/2011,male,ODI,,Bangladesh,England,Bangladesh,0,2,,Bangladesh,field,Imrul Kayes
668,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",3/12/2011,male,ODI,,India,South Africa,South Africa,0,3,,India,bat,DW Steyn
669,Mumbai,Wankhede Stadium,3/13/2011,male,ODI,,Canada,New Zealand,New Zealand,97,0,,Canada,field,BB McCullum
670,Bangalore,M Chinnaswamy Stadium,3/13/2011,male,ODI,,Australia,Kenya,Australia,60,0,,Australia,bat,CO Obuya
671,,Pallekele International Cricket Stadium,3/14/2011,male,ODI,,Pakistan,Zimbabwe,Pakistan,0,7,,Zimbabwe,bat,Umar Gul
672,Chittagong,Zahur Ahmed Chowdhury Stadium,3/14/2011,male,ODI,,Bangladesh,Netherlands,Bangladesh,0,6,,Netherlands,bat,Imrul Kayes
673,Kolkata,Eden Gardens,3/15/2011,male,ODI,,Ireland,South Africa,South Africa,131,0,,Ireland,field,JP Duminy
674,Bangalore,M Chinnaswamy Stadium,3/16/2011,male,ODI,,Australia,Canada,Australia,0,7,,Canada,bat,SR Watson
675,Chennai,"MA Chidambaram Stadium, Chepauk",3/17/2011,male,ODI,,England,West Indies,England,18,0,,England,bat,JC Tredwell
676,Mumbai,Wankhede Stadium,3/18/2011,male,ODI,,New Zealand,Sri Lanka,Sri Lanka,112,0,,Sri Lanka,bat,KC Sangakkara
677,Kolkata,Eden Gardens,3/18/2011,male,ODI,,Ireland,Netherlands,Ireland,0,6,,Ireland,field,PR Stirling
678,Colombo,R Premadasa Stadium,3/19/2011,male,ODI,,Australia,Pakistan,Pakistan,0,4,,Australia,bat,Umar Akmal
679,Mirpur,Shere Bangla National Stadium,3/19/2011,male,ODI,,Bangladesh,South Africa,South Africa,206,0,,South Africa,bat,LL Tsotsobe
680,Kolkata,Eden Gardens,3/20/2011,male,ODI,,Kenya,Zimbabwe,Zimbabwe,161,0,,Zimbabwe,bat,CR Ervine
681,Chennai,"MA Chidambaram Stadium, Chepauk",3/20/2011,male,ODI,,India,West Indies,India,80,0,,India,bat,Yuvraj Singh
682,Mirpur,Shere Bangla National Stadium,3/23/2011,male,ODI,,Pakistan,West Indies,Pakistan,0,10,,West Indies,bat,Mohammad Hafeez
683,Ahmedabad,"Sardar Patel Stadium, Motera",3/24/2011,male,ODI,,India,Australia,India,0,5,,Australia,bat,Yuvraj Singh
684,Mirpur,Shere Bangla National Stadium,3/25/2011,male,ODI,,New Zealand,South Africa,New Zealand,49,0,,New Zealand,bat,JDP Oram
685,Colombo,R Premadasa Stadium,3/26/2011,male,ODI,,Sri Lanka,England,Sri Lanka,0,10,,England,bat,TM Dilshan
686,Colombo,R Premadasa Stadium,3/29/2011,male,ODI,,Sri Lanka,New Zealand,Sri Lanka,0,5,,New Zealand,bat,KC Sangakkara
687,Chandigarh,"Punjab Cricket Association Stadium, Mohali",3/30/2011,male,ODI,,India,Pakistan,India,29,0,,India,bat,SR Tendulkar
688,Mumbai,Wankhede Stadium,4/2/2011,male,ODI,,India,Sri Lanka,India,0,6,,Sri Lanka,bat,MS Dhoni
689,Mirpur,Shere Bangla National Stadium,1/4/2010,male,ODI,,Bangladesh,Sri Lanka,Sri Lanka,0,7,,Sri Lanka,field,TM Dilshan
690,Mirpur,Shere Bangla National Stadium,1/5/2010,male,ODI,,India,Sri Lanka,Sri Lanka,0,5,,Sri Lanka,field,TT Samaraweera
691,Mirpur,Shere Bangla National Stadium,1/7/2010,male,ODI,,Bangladesh,India,India,0,6,,Bangladesh,bat,MS Dhoni
692,Mirpur,Shere Bangla National Stadium,1/8/2010,male,ODI,,Bangladesh,Sri Lanka,Sri Lanka,0,9,,Sri Lanka,field,WU Tharanga
693,Mirpur,Shere Bangla National Stadium,1/10/2010,male,ODI,,India,Sri Lanka,India,0,8,,Sri Lanka,bat,Z Khan
694,Mirpur,Shere Bangla National Stadium,1/11/2010,male,ODI,,Bangladesh,India,India,0,6,,India,field,V Kohli
695,Mirpur,Shere Bangla National Stadium,1/13/2010,male,ODI,,India,Sri Lanka,Sri Lanka,0,4,,Sri Lanka,field,KMDN Kulasekara
696,Guyana,Providence Stadium,3/4/2010,male,ODI,,West Indies,Zimbabwe,Zimbabwe,2,0,,Zimbabwe,bat,V Sibanda
697,Guyana,Providence Stadium,3/6/2010,male,ODI,,West Indies,Zimbabwe,West Indies,0,4,,Zimbabwe,bat,N Deonarine
698,St Vincent,"Arnos Vale Ground, Kingstown",3/10/2010,male,ODI,,West Indies,Zimbabwe,West Indies,141,0,,Zimbabwe,field,DJG Sammy
699,St Vincent,"Arnos Vale Ground, Kingstown",3/12/2010,male,ODI,,West Indies,Zimbabwe,West Indies,0,4,,West Indies,field,DJ Bravo
700,St Vincent,"Arnos Vale Ground, Kingstown",3/14/2010,male,ODI,,West Indies,Zimbabwe,West Indies,0,4,,West Indies,field,CH Gayle
701,Antigua,"Sir Vivian Richards Stadium, North Sound",5/22/2010,male,ODI,,West Indies,South Africa,South Africa,66,0,,West Indies,field,HM Amla
702,Antigua,"Sir Vivian Richards Stadium, North Sound",5/24/2010,male,ODI,,West Indies,South Africa,South Africa,17,0,,South Africa,bat,HM Amla
703,Dominica,"Windsor Park, Roseau",5/28/2010,male,ODI,,West Indies,South Africa,South Africa,67,0,,South Africa,bat,AB de Villiers
704,Dominica,"Windsor Park, Roseau",5/30/2010,male,ODI,,West Indies,South Africa,South Africa,0,7,,West Indies,bat,HM Amla
705,Trinidad,"Queen's Park Oval, Port of Spain",6/3/2010,male,ODI,,West Indies,South Africa,South Africa,0,1,,West Indies,bat,JH Kallis
706,Jaipur,Sawai Mansingh Stadium,2/21/2010,male,ODI,,India,South Africa,India,1,0,,South Africa,field,RA Jadeja
707,Gwalior,Captain Roop Singh Stadium,2/24/2010,male,ODI,,India,South Africa,India,153,0,,India,bat,SR Tendulkar
708,Ahmedabad,"Sardar Patel Stadium, Motera",2/27/2010,male,ODI,,India,South Africa,South Africa,90,0,,South Africa,bat,AB de Villiers
709,,Melbourne Cricket Ground,11/3/2010,male,ODI,,Australia,Sri Lanka,Sri Lanka,0,1,,Australia,bat,AD Mathews
710,,Sydney Cricket Ground,11/5/2010,male,ODI,,Australia,Sri Lanka,Sri Lanka,29,0,,Sri Lanka,bat,WU Tharanga
711,Brisbane,"Brisbane Cricket Ground, Woolloongabba",11/7/2010,male,ODI,,Australia,Sri Lanka,Australia,0,8,,Sri Lanka,bat,CJ McKay
712,,Melbourne Cricket Ground,1/16/2011,male,ODI,,Australia,England,Australia,0,6,,England,bat,SR Watson
713,Hobart,Bellerive Oval,1/21/2011,male,ODI,,Australia,England,Australia,46,0,,England,field,SE Marsh
714,,Sydney Cricket Ground,1/23/2011,male,ODI,,Australia,England,Australia,0,4,,England,bat,B Lee
715,,Adelaide Oval,1/26/2011,male,ODI,,Australia,England,England,21,0,,England,bat,IJL Trott
716,Brisbane,"Brisbane Cricket Ground, Woolloongabba",1/30/2011,male,ODI,,Australia,England,Australia,51,0,,Australia,bat,CR Woakes
717,,Sydney Cricket Ground,2/2/2011,male,ODI,,Australia,England,Australia,0,2,,England,bat,IJL Trott
718,Perth,Western Australia Cricket Association Ground,2/6/2011,male,ODI,,Australia,England,Australia,57,0,,Australia,bat,AC Voges
719,Belfast,"Civil Service Cricket Club, Stormont",7/16/2010,male,ODI,,Ireland,Bangladesh,Bangladesh,0,6,,Ireland,bat,Shafiul Islam
720,Amstelveen,VRA Ground,7/7/2010,male,ODI,,Canada,Ireland,Ireland,0,5,,Canada,bat,KJ O'Brien
721,Ayr,Cambusdoon New Ground,8/16/2010,male,ODI,,Scotland,Afghanistan,Afghanistan,0,9,,Scotland,bat,
722,Ayr,Cambusdoon New Ground,8/17/2010,male,ODI,,Scotland,Afghanistan,Scotland,0,6,,Afghanistan,bat,
723,Bulawayo,Queens Sports Club,5/28/2010,male,ODI,,Zimbabwe,India,Zimbabwe,0,6,,India,bat,BRM Taylor
724,Bulawayo,Queens Sports Club,5/30/2010,male,ODI,,India,Sri Lanka,India,0,7,,India,field,RG Sharma
725,Bulawayo,Queens Sports Club,6/1/2010,male,ODI,,Zimbabwe,Sri Lanka,Sri Lanka,0,9,,Sri Lanka,field,S Randiv
726,,Harare Sports Club,6/3/2010,male,ODI,,Zimbabwe,India,Zimbabwe,0,7,,Zimbabwe,field,BRM Taylor
727,,Harare Sports Club,6/5/2010,male,ODI,,India,Sri Lanka,Sri Lanka,0,6,,Sri Lanka,field,LD Chandimal
728,,Harare Sports Club,6/7/2010,male,ODI,,Zimbabwe,Sri Lanka,Zimbabwe,0,8,,Zimbabwe,field,BRM Taylor
729,,Harare Sports Club,6/9/2010,male,ODI,,Zimbabwe,Sri Lanka,Sri Lanka,0,9,,Sri Lanka,field,TM Dilshan
730,,Rangiri Dambulla International Stadium,6/15/2010,male,ODI,,Sri Lanka,Pakistan,Sri Lanka,16,0,,Sri Lanka,bat,Shahid Afridi
731,,Rangiri Dambulla International Stadium,6/16/2010,male,ODI,,Bangladesh,India,India,0,6,,Bangladesh,bat,G Gambhir
732,,Rangiri Dambulla International Stadium,6/18/2010,male,ODI,,Sri Lanka,Bangladesh,Sri Lanka,126,0,,Sri Lanka,bat,TM Dilshan
733,,Rangiri Dambulla International Stadium,6/19/2010,male,ODI,,India,Pakistan,India,0,3,,Pakistan,bat,G Gambhir
734,,Rangiri Dambulla International Stadium,6/21/2010,male,ODI,,Bangladesh,Pakistan,Pakistan,139,0,,Pakistan,bat,Shahid Afridi
735,,Rangiri Dambulla International Stadium,6/22/2010,male,ODI,,Sri Lanka,India,Sri Lanka,0,7,,Sri Lanka,field,MF Maharoof
736,,Rangiri Dambulla International Stadium,6/24/2010,male,ODI,,Sri Lanka,India,India,81,0,,India,bat,KD Karthik
737,,Rangiri Dambulla International Stadium,8/10/2010,male,ODI,,India,New Zealand,New Zealand,200,0,,New Zealand,bat,LRPL Taylor
738,,Rangiri Dambulla International Stadium,8/16/2010,male,ODI,,Sri Lanka,India,India,0,6,,Sri Lanka,bat,V Sehwag
739,,Rangiri Dambulla International Stadium,8/13/2010,male,ODI,,Sri Lanka,New Zealand,Sri Lanka,0,3,,New Zealand,bat,WU Tharanga
740,,Rangiri Dambulla International Stadium,8/25/2010,male,ODI,,India,New Zealand,India,105,0,,India,bat,V Sehwag
741,,Rangiri Dambulla International Stadium,8/22/2010,male,ODI,,Sri Lanka,India,Sri Lanka,0,8,,India,bat,NLTC Perera
742,,Rangiri Dambulla International Stadium,8/28/2010,male,ODI,,Sri Lanka,India,Sri Lanka,74,0,,Sri Lanka,bat,TM Dilshan
743,Abu Dhabi,Sheikh Zayed Stadium,10/29/2010,male,ODI,,Pakistan,South Africa,South Africa,0,8,,Pakistan,bat,LL Tsotsobe
744,Abu Dhabi,Sheikh Zayed Stadium,10/31/2010,male,ODI,,Pakistan,South Africa,Pakistan,0,1,,South Africa,bat,Abdul Razzaq
745,,Dubai International Cricket Stadium,11/2/2010,male,ODI,,Pakistan,South Africa,South Africa,2,0,,Pakistan,field,HM Amla
746,,Dubai International Cricket Stadium,11/5/2010,male,ODI,,Pakistan,South Africa,Pakistan,0,1,,South Africa,bat,Younis Khan
747,,Dubai International Cricket Stadium,11/8/2010,male,ODI,,Pakistan,South Africa,South Africa,57,0,,South Africa,bat,JH Kallis
748,Bloemfontein,OUTsurance Oval,10/15/2010,male,ODI,,South Africa,Zimbabwe,South Africa,64,0,,South Africa,bat,CA Ingram
749,Potchefstroom,Senwes Park,10/17/2010,male,ODI,,South Africa,Zimbabwe,South Africa,0,8,,Zimbabwe,bat,J Theron
750,Benoni,Willowmoore Park,10/22/2010,male,ODI,,South Africa,Zimbabwe,South Africa,272,0,,South Africa,bat,JP Duminy
751,Durban,Kingsmead,1/12/2011,male,ODI,,South Africa,India,South Africa,135,0,,South Africa,bat,LL Tsotsobe
752,Johannesburg,New Wanderers Stadium,1/15/2011,male,ODI,,South Africa,India,India,1,0,,India,bat,MM Patel
753,Cape Town,Newlands,1/18/2011,male,ODI,,South Africa,India,India,0,2,,South Africa,bat,YK Pathan
754,Port Elizabeth,St George's Park,1/21/2011,male,ODI,,South Africa,India,South Africa,48,0,,South Africa,bat,JP Duminy
755,Centurion,SuperSport Park,1/23/2011,male,ODI,,South Africa,India,South Africa,33,0,,India,field,HM Amla
756,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,10/20/2010,male,ODI,,India,Australia,India,0,5,,India,field,V Kohli
757,Dublin,Clontarf Cricket Club Ground,8/18/2010,male,ODI,,Ireland,Netherlands,Ireland,0,9,,Netherlands,bat,
758,Skating and Curling Club,Toronto Cricket,9/6/2010,male,ODI,,Canada,Ireland,Canada,4,0,,Ireland,bat,R Gunasekera
759,Colombo,Sinhalese Sports Club Ground,1/31/2011,male,ODI,,Sri Lanka,West Indies,No Result,0,0,,West Indies,bat,
760,Colombo,Sinhalese Sports Club Ground,2/3/2011,male,ODI,,Sri Lanka,West Indies,Sri Lanka,0,8,,Sri Lanka,field,WU Tharanga
761,Colombo,Sinhalese Sports Club Ground,2/6/2011,male,ODI,,Sri Lanka,West Indies,Sri Lanka,26,0,,West Indies,field,KC Sangakkara
762,Guwahati,Nehru Stadium,11/28/2010,male,ODI,,India,New Zealand,India,40,0,,New Zealand,field,V Kohli
763,Jaipur,Sawai Mansingh Stadium,12/1/2010,male,ODI,,India,New Zealand,India,0,8,,India,field,G Gambhir
764,Vadodara,Reliance Stadium,12/4/2010,male,ODI,,India,New Zealand,India,0,9,,India,field,G Gambhir
765,Bangalore,M Chinnaswamy Stadium,12/7/2010,male,ODI,,India,New Zealand,India,0,5,,India,field,YK Pathan
766,Chennai,"MA Chidambaram Stadium, Chepauk",12/10/2010,male,ODI,,India,New Zealand,India,0,8,,New Zealand,bat,Yuvraj Singh
767,,Rangiri Dambulla International Stadium,8/19/2010,male,ODI,,Sri Lanka,New Zealand,No Result,0,0,,New Zealand,field,
768,Wellington,Westpac Stadium,1/22/2011,male,ODI,,New Zealand,Pakistan,New Zealand,0,9,,Pakistan,bat,TG Southee
769,,Queenstown Events Centre,1/26/2011,male,ODI,,New Zealand,Pakistan,No Result,0,0,,New Zealand,field,
770,Christchurch,AMI Stadium,1/29/2011,male,ODI,,New Zealand,Pakistan,Pakistan,43,0,,New Zealand,field,Mohammad Hafeez
771,Napier,McLean Park,2/1/2011,male,ODI,,New Zealand,Pakistan,Pakistan,0,2,,New Zealand,bat,Misbah-ul-Haq
772,Hamilton,Seddon Park,2/3/2011,male,ODI,,New Zealand,Pakistan,Pakistan,41,0,,New Zealand,field,Ahmed Shehzad
773,Auckland,Eden Park,2/5/2011,male,ODI,,New Zealand,Pakistan,New Zealand,57,0,,Pakistan,field,JD Ryder
774,London,Kennington Oval,6/28/2011,male,ODI,,England,Sri Lanka,England,110,0,,Sri Lanka,field,JM Anderson
775,Leeds,Headingley,7/1/2011,male,ODI,,England,Sri Lanka,Sri Lanka,69,0,,England,field,DPMD Jayawardene
776,London,Lord's,7/3/2011,male,ODI,,England,Sri Lanka,Sri Lanka,0,6,,England,bat,LD Chandimal
777,Nottingham,Trent Bridge,7/6/2011,male,ODI,,England,Sri Lanka,England,0,10,,England,field,AN Cook
778,Manchester,Old Trafford,7/9/2011,male,ODI,,England,Sri Lanka,England,16,0,,England,bat,IJL Trott
779,Chester-le-Street,Riverside Ground,9/3/2011,male,ODI,,England,India,No Result,0,0,,England,field,
780,Southampton,The Rose Bowl,9/6/2011,male,ODI,,England,India,England,0,7,,England,field,AN Cook
781,London,Kennington Oval,9/9/2011,male,ODI,,England,India,England,0,3,,England,field,RA Jadeja
782,London,Lord's,9/11/2011,male,ODI,,England,India,No Result,0,0,,England,field,RS Bopara
783,Cardiff,Sophia Gardens,9/16/2011,male,ODI,,England,India,England,0,6,,England,field,JM Bairstow
784,Mirpur,Shere Bangla National Stadium,10/5/2010,male,ODI,,Bangladesh,New Zealand,Bangladesh,9,0,,Bangladesh,bat,Shakib Al Hasan
785,Mirpur,Shere Bangla National Stadium,10/11/2010,male,ODI,,Bangladesh,New Zealand,Bangladesh,0,7,,Bangladesh,field,Suhrawadi Shuvo
786,Mirpur,Shere Bangla National Stadium,10/14/2010,male,ODI,,Bangladesh,New Zealand,Bangladesh,9,0,,New Zealand,field,Shakib Al Hasan
787,Mirpur,Shere Bangla National Stadium,10/17/2010,male,ODI,,Bangladesh,New Zealand,Bangladesh,3,0,,Bangladesh,bat,Rubel Hossain
788,Dublin,Clontarf Cricket Club Ground,8/25/2011,male,ODI,,Ireland,England,England,11,0,,Ireland,field,EJG Morgan
789,Mirpur,Shere Bangla National Stadium,12/1/2010,male,ODI,,Bangladesh,Zimbabwe,Zimbabwe,9,0,,Bangladesh,field,CB Mpofu
790,Mirpur,Shere Bangla National Stadium,12/3/2010,male,ODI,,Bangladesh,Zimbabwe,Bangladesh,0,6,,Bangladesh,field,Abdur Razzak
791,Mirpur,Shere Bangla National Stadium,12/6/2010,male,ODI,,Bangladesh,Zimbabwe,Bangladesh,65,0,,Zimbabwe,field,Abdur Razzak
792,Chittagong,Zahur Ahmed Chowdhury Stadium,12/12/2010,male,ODI,,Bangladesh,Zimbabwe,Bangladesh,0,6,,Zimbabwe,bat,Tamim Iqbal
793,St Lucia,"Beausejour Stadium, Gros Islet",4/23/2011,male,ODI,,West Indies,Pakistan,Pakistan,0,8,,West Indies,bat,Mohammad Hafeez
794,St Lucia,"Beausejour Stadium, Gros Islet",4/25/2011,male,ODI,,West Indies,Pakistan,Pakistan,0,7,,Pakistan,field,Ahmed Shehzad
795,Barbados,"Kensington Oval, Bridgetown",4/28/2011,male,ODI,,West Indies,Pakistan,Pakistan,0,3,,Pakistan,field,Misbah-ul-Haq
796,Barbados,"Kensington Oval, Bridgetown",5/2/2011,male,ODI,,West Indies,Pakistan,West Indies,1,0,,West Indies,field,Mohammad Hafeez
797,Guyana,Providence Stadium,5/5/2011,male,ODI,,West Indies,Pakistan,West Indies,0,10,,Pakistan,bat,LMP Simmons
798,Trinidad,"Queen's Park Oval, Port of Spain",6/6/2011,male,ODI,,West Indies,India,India,0,4,,West Indies,bat,RG Sharma
799,Trinidad,"Queen's Park Oval, Port of Spain",6/8/2011,male,ODI,,West Indies,India,India,0,7,,India,field,V Kohli
800,Antigua,"Sir Vivian Richards Stadium, North Sound",6/11/2011,male,ODI,,West Indies,India,India,0,3,,India,field,AD Russell
801,Antigua,"Sir Vivian Richards Stadium, North Sound",6/13/2011,male,ODI,,West Indies,India,West Indies,103,0,,India,field,A Martin
802,Jamaica,"Sabina Park, Kingston",6/16/2011,male,ODI,,West Indies,India,West Indies,0,7,,West Indies,field,AD Russell
803,Mirpur,Shere Bangla National Stadium,4/9/2011,male,ODI,,Bangladesh,Australia,Australia,60,0,,Bangladesh,field,MJ Clarke
804,Mirpur,Shere Bangla National Stadium,4/11/2011,male,ODI,,Bangladesh,Australia,Australia,0,9,,Bangladesh,bat,SR Watson
805,Mirpur,Shere Bangla National Stadium,4/13/2011,male,ODI,,Bangladesh,Australia,Australia,66,0,,Australia,bat,MEK Hussey
806,Aberdeen,Mannofield Park,6/29/2011,male,ODI,,Scotland,Netherlands,Scotland,0,5,,Scotland,field,
807,Centurion,SuperSport Park,10/19/2011,male,ODI,,South Africa,Australia,Australia,93,0,,South Africa,field,RT Ponting
808,Port Elizabeth,St George's Park,10/23/2011,male,ODI,,South Africa,Australia,South Africa,80,0,,South Africa,bat,M Morkel
809,Durban,Kingsmead,10/28/2011,male,ODI,,South Africa,Australia,Australia,0,3,,South Africa,bat,SR Watson
810,Paarl,Boland Park,1/11/2012,male,ODI,,South Africa,Sri Lanka,South Africa,258,0,,South Africa,bat,M Morkel
811,East London,Buffalo Park,1/14/2012,male,ODI,,South Africa,Sri Lanka,South Africa,0,5,,South Africa,field,JP Duminy
812,Bloemfontein,Chevrolet Park,1/17/2012,male,ODI,,South Africa,Sri Lanka,South Africa,4,0,,Sri Lanka,bat,F du Plessis
813,Kimberley,De Beers Diamond Oval,1/20/2012,male,ODI,,South Africa,Sri Lanka,Sri Lanka,0,5,,South Africa,bat,NLTC Perera
814,Johannesburg,New Wanderers Stadium,1/22/2012,male,ODI,,South Africa,Sri Lanka,Sri Lanka,0,2,,Sri Lanka,field,KC Sangakkara
815,,Pallekele International Cricket Stadium,8/10/2011,male,ODI,,Sri Lanka,Australia,Australia,0,7,,Sri Lanka,bat,MG Johnson
816,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",8/14/2011,male,ODI,,Sri Lanka,Australia,Australia,0,8,,Sri Lanka,bat,RT Ponting
817,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",8/16/2011,male,ODI,,Sri Lanka,Australia,Sri Lanka,78,0,,Australia,field,WU Tharanga
818,Colombo,R Premadasa Stadium,8/20/2011,male,ODI,,Sri Lanka,Australia,Australia,0,5,,Sri Lanka,bat,XJ Doherty
819,Colombo,R Premadasa Stadium,8/22/2011,male,ODI,,Sri Lanka,Australia,Sri Lanka,0,4,,Sri Lanka,field,SL Malinga
820,,Melbourne Cricket Ground,2/5/2012,male,ODI,,Australia,India,Australia,65,0,,India,field,MS Wade
821,Perth,Western Australia Cricket Association Ground,2/8/2012,male,ODI,,India,Sri Lanka,India,0,4,,Sri Lanka,bat,R Ashwin
